role_curie,role_label,chemical_count
CHEBI:136984,EC 4.4.1.14 (1-aminocyclopropane-1-carboxylate synthase) inhibitor,1
CHEBI:137401,capsaicin receptor agonist,1
CHEBI:137736,anxiogenic,1
CHEBI:138014,EC 3.4.22.56 (caspase-3) inhibitor,1
CHEBI:138090,ATPase motor cytoplasmic dynein inhibitor,1
CHEBI:138168,neuropeptide Y2 receptor agonist,1
CHEBI:138380,RhoA inhibitor,1
CHEBI:138381,RhoC inhibitor,1
CHEBI:138390,EC 1.1.1.159 (7alpha-hydroxysteroid dehydrogenase) inhibitor,1
CHEBI:138887,prostaglandin receptor antagonist,1
CHEBI:138921,EC 6.3.5.5 [carbamoyl-phosphate synthase (glutamine-hydrolysing)] inhibitor,1
CHEBI:138925,EC 6.3.4.2 [CTP synthase (glutamine hydrolyzing)] inhibitor,1
CHEBI:138927,EC 6.3.5.3 (phosphoribosylformylglycinamidine synthase) inhibitor,1
CHEBI:138928,EC 6.3.5.2 [GMP synthase (glutamine-hydrolysing)] inhibitor,1
CHEBI:138938,EC 4.1.1.39 (ribulose-bisphosphate carboxylase) inhibitor,1
CHEBI:138952,EC 2.4.2.14 (amidophosphoribosyltransferase) inhibitor,1
CHEBI:138953,EC 6.3.5.1 [NAD(+) synthase (glutamine-hydrolysing)] inhibitor,1
CHEBI:139044,thromboxane A2 agonist,1
CHEBI:139055,PERK inhibitor,1
CHEBI:139074,LIM kinase inhibitor,1
CHEBI:139109,IP3 receptor agonist,1
CHEBI:139153,EC 2.4.1.255 (protein O-GlcNAc transferase) inhibitor,1
CHEBI:139180,nicotinic acid adenine dinucleotide phosphate receptor antagonist,1
CHEBI:139584,lysophosphatidic acid receptor 3 agonist,1
CHEBI:139609,survivin suppressant,1
CHEBI:140378,EC 1.1.1.37 (malate dehydrogenase) inhibitor,1
CHEBI:140701,secreted frizzled-related protein 1 inhibitor,1
CHEBI:141000,neuropeptide FF receptor agonist,1
CHEBI:141001,kisspeptin receptor agonist,1
CHEBI:142480,EC 1.14.14.94 (leukotriene-B4 20-monooxygenase) inhibitor,1
CHEBI:142481,EC 1.14.15.3 (alkane 1-monooxygenase) inhibitor,1
CHEBI:143001,GABAB receptor agonist,1
CHEBI:143003,EC 2.1.3.3 (ornithine carbamoyltransferase) inhibitor,1
CHEBI:143204,peptide allergen,1
CHEBI:143828,EC 1.14.14.154 (sterol 14alpha-demethylase) inhibitor,1
CHEBI:144064,EC 1.14.15.6 cholesterol monooxygenase (side-chain-cleaving) inhibitor,1
CHEBI:144097,EC 1.4.3.2 (L-amino-acid oxidase) inhibitor,1
CHEBI:144099,EC 2.6.1.2 (alanine transaminase) inhibitor,1
CHEBI:144387,EC 2.7.1.105 (6-phosphofructo-2-kinase) inhibitor,1
CHEBI:144455,EC 3.1.1.64 (retinoid isomerohydrolase) inhibitor,1
CHEBI:145807,forkhead box protein O1 inhibitor,1
CHEBI:146223,ryanodine receptor antagonist,1
CHEBI:149639,EC 3.4.21.36 (pancreatic elastase) inhibitor,1
CHEBI:149711,chemokine receptor 2 antagonist,1
CHEBI:150006,SERCA activator,1
CHEBI:156527,EC 2.4.1.109 (dolichyl-phosphate-mannose-protein mannosyltransferase) inhibitor,1
CHEBI:166822,EC 3.4.23.15 (renin) inhibitor,1
CHEBI:166909,neuropilin receptor antagonist,1
CHEBI:167165,kappa-opioid receptor antagonist,1
CHEBI:167523,ovicide,1
CHEBI:167677,EC 6.1.1.6 (lysine--tRNA ligase) inhibitor,1
CHEBI:172326,EC 2.1.1.348 (mRNA m6A methyltransferase) inhibitor,1
CHEBI:172919,EC 2.6.1.11 (acetylornithine transaminase) inhibitor,1
CHEBI:173094,EC 3.1.3.25 (inositol-phosphate phosphatase) inhibitor,1
CHEBI:173108,thioredoxin inhibitor,1
CHEBI:176495,actin polymerisation inducer,1
CHEBI:176508,ferroptosis suppressor protein 1 inhibitor,1
CHEBI:183050,neoantigen,1
CHEBI:184380,EC 1.14.14.91 ( trans-cinnamate 4-monooxygenase) inhibitor,1
CHEBI:189665,EC 3.4.21.61 (kexin) inhibitor,1
CHEBI:189675,PAR2 negative allosteric modulator,1
CHEBI:189684,sigma-2 receptor agonist,1
CHEBI:192504,elicitor,1
CHEBI:192999,EC 6.2.1.45 (E1 ubiquitin-activating enzyme) inhibitor,1
CHEBI:194137,neurokinin-1 receptor agonist,1
CHEBI:194154,piezo1 agonist,1
CHEBI:194187,gastric inhibitory polypeptide receptor agonist,1
CHEBI:194430,antimyopathic agent,1
CHEBI:195251,activator,1
CHEBI:195252,enzyme activator,1
CHEBI:195331,EC 2.6.1.13 (ornithine aminotransferase) inhibitor,1
CHEBI:195444,insulin-like growth factor-binding protein inhibitor,1
CHEBI:195530,PCNA inhibitor,1
CHEBI:195542,sphingosine-1-phosphate receptor 2 antagonist,1
CHEBI:195561,EC 3.5.3.1 (arginase) inhibitor,1
CHEBI:20569,EC 2.5.1.19 (3-phosphoshikimate 1-carboxyvinyltransferase) inhibitor,1
CHEBI:22309,alicyclic antibiotics,1
CHEBI:22581,antiauxins,1
CHEBI:228237,sigma-1 receptor agonist,1
CHEBI:228284,WNK signaling inhibitor,1
CHEBI:228801,heat shock factor 1 inhibitor,1
CHEBI:229227,sodium-glucose transport protein subtype 1 inhibitor,1
CHEBI:229692,IAP antagonist,1
CHEBI:229783,glucose transporter 1 inhibitor,1
CHEBI:230471,"EC 2.4.1.34 (1,3-beta-glucan synthase) inhibitor",1
CHEBI:231708,EC 2.4.2.12 (nicotinamide phosphoribosyltransferase) inhibitor,1
CHEBI:231732,CXCR2 antagonist,1
CHEBI:231760,EC 1.3.1.6 (fumarate reductase (NADH)) inhibitor,1
CHEBI:231916,NLRP3 inhibitor,1
CHEBI:232442,p53 inhibitor,1
CHEBI:232530,mass spectrometer degradation product,1
CHEBI:233336,P2Y14 receptor antagonist,1
CHEBI:234036,EC 3.2.1.169 (protein O-GlcNAcase) inhibitor,1
CHEBI:234089,OLIG2 inhibitor,1
CHEBI:234474,Toll-like receptor 7 agonist,1
CHEBI:234476,centromere protein E inhibitor,1
CHEBI:234483,monocarboxylate transporter 1 inhibitor,1
CHEBI:234572,protein aggregation inhibitor,1
CHEBI:23529,cytochrome-b6f complex inhibitor,1
CHEBI:235466,EC 2.4.2.28 (S-methyl-5'-thioadenosine phosphorylase) inhibitor,1
CHEBI:235515,EC 3.2.1.21 (beta-glucosidase) inhibitor,1
CHEBI:235516,EC 3.2.1.25 (beta-mannosidase) inhibitor,1
CHEBI:24002,ethylene releasers,1
CHEBI:24028,iron(3+) chelator,1
CHEBI:25573,nodulation factor,1
CHEBI:25943,pesticide synergist,1
CHEBI:26413,pyrethroid insecticide,1
CHEBI:33280,molecular messenger,1
CHEBI:35208,physical tracer,1
CHEBI:35211,radioactive label,1
CHEBI:35226,spin probe,1
CHEBI:35230,fossil fuel,1
CHEBI:35684,antiplatyhelmintic drug,1
CHEBI:36053,acaricide drug,1
CHEBI:38060,triazine insecticide,1
CHEBI:38234,DNA polymerase inhibitor,1
CHEBI:38324,cholinergic agonist,1
CHEBI:38632,membrane transport modulator,1
CHEBI:39142,Bronsted base,1
CHEBI:39216,antibiotic acaricide,1
CHEBI:39217,antibiotic nematicide,1
CHEBI:39301,sulfite ester acaricide,1
CHEBI:39318,tetrazine acaricide,1
CHEBI:39369,pyrethroid ether acaricide,1
CHEBI:39378,homopteran inhibitor of chitin biosynthesis,1
CHEBI:39379,lepidopteran inhibitor of chitin biosynthesis,1
CHEBI:39415,dinitrophenol insecticide,1
CHEBI:48357,aprotic solvent,1
CHEBI:49325,oral contraceptive,1
CHEBI:50408,visual indicator,1
CHEBI:50410,colour indicator,1
CHEBI:50444,adenosine phosphodiesterase inhibitor,1
CHEBI:50504,osmotic diuretic,1
CHEBI:50745,progestogen,1
CHEBI:50788,EC 1.1.1.210 [3beta(or 20alpha)-hydroxysteroid dehydrogenase] inhibitor,1
CHEBI:50827,antiparathyroid drug,1
CHEBI:51061,hormone receptor modulator,1
CHEBI:51577,partial prostacyclin agonist,1
CHEBI:52206,biochemical role,1
CHEBI:52217,pharmaceutical,1
CHEBI:52271,squaraine dye,1
CHEBI:52424,EC 3.2.1.* (glycosidase) inhibitor,1
CHEBI:52941,phosphate protecting group,1
CHEBI:53142,P2Y2 receptor agonist,1
CHEBI:53353,GHB receptor agonist,1
CHEBI:53431,chain carrier,1
CHEBI:53659,EC 1.4.3.22 (diamine oxidase) inhibitor,1
CHEBI:55351,substance P receptor antagonist,1
CHEBI:59752,bolaamphiphile,1
CHEBI:60605,opioid receptor antagonist,1
CHEBI:60646,chiral reagent,1
CHEBI:60649,glucagon receptor antagonist,1
CHEBI:61774,inositol phosphorylceramide synthase inhibitor,1
CHEBI:62049,acyl donor,1
CHEBI:62089,EC 1.4.7.1 [glutamate synthase (ferredoxin)] inhibitor,1
CHEBI:62530,EC 2.3.1.24 (sphingosine N-acyltransferase) inhibitor,1
CHEBI:62608,EC 4.2.1.3 (aconitate hydratase) inhibitor,1
CHEBI:62609,EC 3.11.1.3 (phosphonopyruvate hydrolase) inhibitor,1
CHEBI:62871,EC 4.3.1.24 (phenylalanine ammonia-lyase) inhibitor,1
CHEBI:62887,tankyrase inhibitor,1
CHEBI:62915,sialyltransferase inhibitor,1
CHEBI:63146,insulin release inhibitor,1
CHEBI:63156,EC 1.1.3.13 (alcohol oxidase) inhibitor,1
CHEBI:63330,sodium-dependent Pi-transporter inhibitor,1
CHEBI:63908,film-forming compound,1
CHEBI:63936,alpha1B-adrenoceptor antagonist,1
CHEBI:64102,AMPA receptor agonist,1
CHEBI:64237,EC 2.7.8.15 (UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase) inhibitor,1
CHEBI:64297,reaction intermediate,1
CHEBI:64411,EC 2.5.1.29 (geranylgeranyl diphosphate synthase) inhibitor,1
CHEBI:64416,EC 1.3.1.43 (arogenate dehydrogenase) inhibitor,1
CHEBI:64588,glycine transporter 1 inhibitor,1
CHEBI:64920,EC 6.5.1.1 [DNA ligase (ATP)] inhibitor,1
CHEBI:64954,anti-HSV-2 agent,1
CHEBI:64955,EC 3.2.1.166 (heparanase) inhibitor,1
CHEBI:65056,EC 3.1.3.11 (fructose-bisphosphatase) inhibitor,1
CHEBI:65064,EC 2.1.1.79 (cyclopropane-fatty-acyl-phospholipid synthase) inhibitor,1
CHEBI:65065,EC 2.1.1.72 [site-specific DNA-methyltransferase (adenine-specific)] inhibitor,1
CHEBI:65254,LRH-1 agonist,1
CHEBI:67137,NMR shift reagent,1
CHEBI:68509,glutathione depleting agent,1
CHEBI:68553,guanylate cyclase 2C agonist,1
CHEBI:70724,cell dedifferentiation agent,1
CHEBI:70725,adenosine A3 receptor antagonist,1
CHEBI:70781,PPAR modulator,1
CHEBI:71027,progesterone receptor modulator,1
CHEBI:71033,carbamylphosphate synthetase I activator,1
CHEBI:71168,HIV-1 maturation inhibitor,1
CHEBI:71173,H1-receptor agonist,1
CHEBI:71178,EC 2.1.1.4 (acetylserotonin O-methyltransferase) inhibitor,1
CHEBI:71551,EC 3.5.1.23 (ceramidase) inhibitor,1
CHEBI:71951,EC 3.5.1.88 (peptide deformylase) inhibitor,1
CHEBI:72311,glucagon-like peptide-2 receptor agonist,1
CHEBI:72470,provitamin B1,1
CHEBI:72773,carotogenesis inhibitor,1
CHEBI:72774,EC 1.3.99.29 [phytoene desaturase (zeta-carotene-forming)] inhibitor,1
CHEBI:73189,brassinosteroid biosynthesis inhibitor,1
CHEBI:73311,adenosine receptor agonist,1
CHEBI:73319,adenosine A3 receptor agonist,1
CHEBI:73352,protein-sequencing agent,1
CHEBI:73354,EC 2.7.3.2 (creatine kinase) inhibitor,1
CHEBI:73417,CB2 receptor antagonist,1
CHEBI:73618,spectrophotometric reagent,1
CHEBI:73623,tolerogen,1
CHEBI:73911,vibriostatic agent,1
CHEBI:74520,EC 1.1.1.44 (NADP(+)-dependent decarboxylating phosphogluconate dehydrogenase) inhibitor,1
CHEBI:74570,EC 2.3.2.2 (gamma-glutamyltransferase) inhibitor,1
CHEBI:747331,plastic stabilizer,1
CHEBI:747333,plastic filler,1
CHEBI:747337,plastic adhesive,1
CHEBI:747338,plastic heat stabilizer,1
CHEBI:747339,plastic light stabilizer,1
CHEBI:747341,impact modifier,1
CHEBI:747342,polymerization initiator,1
CHEBI:747343,plastic odor agent,1
CHEBI:74949,EC 3.1.27.3 (ribonuclease T1) inhibitor,1
CHEBI:75190,"EC 5.4.3.2 (lysine 2,3-aminomutase) inhibitor",1
CHEBI:75416,EC 6.1.1.* (ligases forming aminoacyl tRNA and related compounds) inhibitor,1
CHEBI:75429,EC 1.4.4.2 [glycine dehydrogenase (aminomethyl-transferring)] inhibitor,1
CHEBI:75495,EC 6.1.1.11 (serine--tRNA ligase) inhibitor,1
CHEBI:76219,fluorogen,1
CHEBI:76531,odorant receptor antagonist,1
CHEBI:76648,fluorescence quencher,1
CHEBI:76693,EC 5.2.* (cis-trans-isomerase) inhibitor,1
CHEBI:76733,EC 1.6.* (oxidoreductase acting on NADH or NADPH) inhibitor,1
CHEBI:76773,EC 3.1.1.* (carboxylic ester hydrolase) inhibitor,1
CHEBI:76798,EC 1.14.15.4 (steroid 11beta-monooxygenase) inhibitor,1
CHEBI:76828,EC 5.1.1.* (racemases acting on amino acids and derivatives) inhibitor,1
CHEBI:76841,"EC 1.14.13.* (oxidoreductase acting on paired donors, incorporating 1 atom of oxygen, with NADH or NADPH as one donor) inhibitor",1
CHEBI:76869,"EC 1.8.1.* (oxidoreductase acting on sulfur group of donors, NAD(+) or NADP(+) as acceptor) inhibitor",1
CHEBI:76879,EC 2.6.1.* (transaminase) inhibitor,1
CHEBI:76881,EC 2.7.1.* (phosphotransferases with an alcohol group as acceptor) inhibitor,1
CHEBI:76885,EC 3.4.23.* (aspartic endopeptidase) inhibitor,1
CHEBI:76891,EC 3.4.11.14 (cytosol alanyl aminopeptidase) inhibitor,1
CHEBI:76893,EC 3.4.14.2 (dipeptidyl-peptidase II) inhibitor,1
CHEBI:76907,EC 4.2.1.* (hydro-lyases) inhibitor,1
CHEBI:76916,hyperglycemic agent,1
CHEBI:76938,EC 3.6.4.* (hydrolases acting on ATP; involved in cellular and subcellular movement) inhibitor,1
CHEBI:76939,EC 3.6.4.10 (non-chaperonin molecular chaperone ATPase) inhibitor,1
CHEBI:76973,Streptococcus pneumoniae metabolite,1
CHEBI:76990,mycoestrogen,1
CHEBI:77089,EC 2.5.1.49 (O-acetylhomoserine aminocarboxypropyltransferase) inhibitor,1
CHEBI:77106,EC 1.10.2.2 (quinol--cytochrome-c reductase) inhibitor,1
CHEBI:77110,EC 1.21.3.3 (reticuline oxidase) inhibitor,1
CHEBI:77119,EC 1.1.1.189 (prostaglandin-E2 9-reductase) inhibitor,1
CHEBI:77324,UDP-glucuronosyltransferase activator,1
CHEBI:77326,androstane receptor agonist,1
CHEBI:77425,EC 1.1.1.188 (prostaglandin-F synthase) inhibitor,1
CHEBI:77654,EC 1.1.1.267 (1-deoxy-D-xylulose-5-phosphate reductoisomerase) inhibitor,1
CHEBI:77750,ATP/ADP translocase inhibitor,1
CHEBI:77758,"EC 3.1.4.53 (3',5'-cyclic-AMP phosphodiesterase) inhibitor",1
CHEBI:77763,EC 1.2.1.88 (L-glutamate gamma-semialdehyde dehydrogenase) inhibitor,1
CHEBI:77783,EC 1.14.13.67 (quinine 3-monooxygenase) inhibitor,1
CHEBI:77960,food firming agent,1
CHEBI:77963,sequestrant,1
CHEBI:78003,food bleaching agent,1
CHEBI:78004,food bulking agent,1
CHEBI:78009,Wiskott-Aldrich syndrome protein inhibitor,1
CHEBI:78058,food antifoaming agent,1
CHEBI:78059,food additive carrier,1
CHEBI:78372,EC 3.1.1.5 (lysophospholipase) inhibitor,1
CHEBI:78380,EC 3.5.4.1 (cytosine deaminase) inhibitor,1
CHEBI:78384,EC 5.1.3.2 (UDP-glucose 4-epimerase) inhibitor,1
CHEBI:78622,EC 2.7.11.31 {[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase} inhibitor,1
CHEBI:78691,EC 2.3.1.97 (glycylpeptide N-tetradecanoyltransferase) inhibitor,1
CHEBI:78756,EC 2.5.1.6 (methionine adenosyltransferase) inhibitor,1
CHEBI:78803,nematode metabolite,1
CHEBI:78926,survivin dimerisation modulator,1
CHEBI:79046,melatonin receptor agonist,1
CHEBI:82756,EC 6.1.1.12 (aspartate--tRNA ligase) inhibitor,1
CHEBI:82973,EC 3.4.24.11 (neprilysin) inhibitor,1
CHEBI:82974,EC 3.4.24.71 (endothelin-converting enzyme 1) inhibitor,1
CHEBI:83296,orexin receptor antagonist,1
CHEBI:83316,EC 1.14.13.72 (methylsterol monooxygenase) inhibitor,1
CHEBI:84012,EC 4.2.1.94 (scytalone dehydratase) inhibitor,1
CHEBI:84264,EC 3.5.1.19 (nicotinamidase) inhibitor,1
CHEBI:84297,EC 3.4.21.64 (peptidase K) inhibitor,1
CHEBI:84799,EC 2.3.1.5 (arylamine N-acetyltransferase) inhibitor,1
CHEBI:84800,EC 2.4.1.1 (glycogen phosphorylase) inhibitor,1
CHEBI:84801,EC 2.7.1.127 (inositol-trisphosphate 3-kinase) inhibitor,1
CHEBI:84802,EC 2.7.1.151 (inositol-polyphosphate multikinase) inhibitor,1
CHEBI:84804,EC 2.7.4.6 (nucleoside-diphosphate kinase) inhibitor,1
CHEBI:85012,thrombopoietin receptor agonist,1
CHEBI:85049,EC 1.10.3.1 (catechol oxidase) inhibitor,1
CHEBI:85050,EC 1.10.3.2 (laccase) inhibitor,1
CHEBI:85051,"EC 1.13.11.24 (quercetin 2,3-dioxygenase) inhibitor",1
CHEBI:85052,EC 1.4.3.3 (D-amino-acid oxidase) inhibitor,1
CHEBI:85113,EC 2.7.11.12 (cGMP-dependent protein kinase) inhibitor,1
CHEBI:85618,"EC 2.5.1.31 {ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific]} inhibitor",1
CHEBI:86010,EC 1.4.1.3 {glutamate dehydrogenase [NAD(P)(+)]} inhibitor,1
CHEBI:86501,EC 1.14.13.97 (taurochenodeoxycholate 6alpha-hydroxylase) inhibitor,1
CHEBI:87786,signal transducer and activator of transcription 5 protein inhibitor,1
CHEBI:90113,EC 1.1.1.170 [3beta-hydroxysteroid-4alpha-carboxylate 3-dehydrogenase (decarboxylating)] inhibitor,1
CHEBI:90691,EC 5.3.1.1 (triose-phosphate isomerase) inhibitor,1
CHEBI:90709,nuclear receptor modulator,1
CHEBI:90714,retinoic acid receptor antagonist,1
CHEBI:90742,retinoic acid receptor beta agonist,1
CHEBI:90744,retinoic acid receptor gamma antagonist,1
CHEBI:90757,antidote to benzodiazepine poisoning,1
CHEBI:90767,eukaryotic translation elongation factor 1alpha 1 inhibitor,1
CHEBI:90780,AKT1 kinase inhibitor,1
CHEBI:90846,liver X receptor inverse agonist,1
CHEBI:90921,EC 1.8.5.4 (sulfide:quinone reductase) inhibitor,1
CHEBI:90961,ERK dimerisation inhibitor,1
CHEBI:90991,steroid receptor coactivator stimulator,1
CHEBI:91015,corrosion inhibitor,1
CHEBI:91025,erythropoietin inhibitor,1
CHEBI:91139,elastin-laminin receptor agonist,1
CHEBI:91141,EC 1.1.5.3 (glycerol-3-phosphate dehydrogenase) inhibitor,1
CHEBI:91193,lysophosphatidic acid receptor antagonist,1
CHEBI:91214,macrophage migration inhibitory factor inhibitor,1
